Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Web links,Coverage,Affiliate,Links,Notes,Location Photo,EchoLink,IRLP,AllStar,Nets,Feed,Grid,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Mixed-Mode,YSF Digital Enabled,DG-ID,Worldwide,North America,Local/Cluster,On-air,Commands,Denver Regional,Talkgroup Network,Northern Colorado,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local Network,English,TAC 310,N. Colorado,Europe,DCI Bridge,Southwest USA,Worldwide English,Mountain Reg USA,Texas,COMM 1,Texas/Oklahoma Regional USA
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,133.3,N,,146.91,147.51,123,127.3,Boulder,On-Air,,,,,http://goldhilltown.com/,"East of Gold Hill, The Indian Peaks, Denver, Boulder","Town of Gold Hill, Colorado",,There is a MOU With BCARES for repeater use.,,,,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,133.4,N,,146.73,146.13,91.5,91.5,Boulder,Off-Air,BARC,12,CCARC,,http://www.ked-wireless.com/products1.htm,Local,,,,,115482,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W0IA,"Boulder, Gunbarrel Hill",CO,OPEN,,133.7,N,,146.76,146.16,100,,Boulder,On-Air,Rocky Mtn VHF Soc,5,CCARC,,,Wide area.,Boulder County ARES,,"ARES primary repeater. 
 Voting Receivers:  
 
   
    RX Location    Tone    Pitch    PL  
   
   Gunbarrel  single beep  low  100.0 
   
   Lousville  single beep  low  100.0 
   
   Lyons  double beep  high followed by medium  100.0 
   
   Louisville #2  double beep  high followed by low  100.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tone,single beep,single beep,double beep,double beep,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,134,N,,145.46,144.86,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,,,Boulder/Denver Metro,CRA VHF Link System,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,347086,3990,,,,,,,,,,,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,134,N,,224.02,222.42,,,Boulder,On-Air,Rocky Mtn VHF Soc,8,CCARC,,RMVHS repeaters,Denver metro area.,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,134,N,,445.05,440.05,,,Boulder,On-Air,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,,,Wide area,,,,,,,,,,,,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,134,N,,446.9875,441.9875,,,Boulder,On-Air,Rocky Mountain Ham Radio,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,134,N,,447.75,442.75,141.3,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,,CCARC,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,134,N,,447.975,442.975,107.2,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,,,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,135.5,NNE,,447.625,442.625,100,,Adams,On-Air,Intermountain Repeater Group,,,,Intermountain Repeater Group,Local/North Metro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.3,-5,107.2,AC0KC,Fort Lupton,CO,OPEN,EI,135.7,NNE,,447.3,442.3,107.2,,Weld,On-Air,,,CCARC,,,,,,,,405804,3887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,135.8,S,,147.18,147.78,100,100,Rio Arriba,On-Air,,,NMFCC,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,,449.6,444.6,107.2,,Garfield,On-Air,,e-power Linked to GMRA open system,CCARC,,http://www.gmra.org,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,,146.85,146.25,88.5,123,Garfield,On-Air,Colorado Connection,70,CCARC,,,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,Part of the Colorado Connection System of Repeaters,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,,447.1,442.1,107.2,,Garfield,On-Air,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,136.4,NW,,146.88,146.28,107.2,,Garfield,On-Air,Ski Country ARC,,CCARC,,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,136.6,WSW,,146.7,146.1,100,100,La Plata,On-Air,Durango ARC,9,CCARC,,http://durangoarc.org/,Local.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,136.7,W,,449.7,444.7,107.2,107.2,San Miguel,On-Air,Grand Mesa Repeater Association ( GMRA ),E-power.,CCARC,,,Wide Area via links - Western Colorado - Eastern Utah,,Full-time to the  GMRA Open System .,Closed IRLP out - Ask for a control Op,,,3710,,RACES: Wed at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,136.9,WSW,,147.345,147.945,88.5,123,La Plata,On-Air,Colorado Connection,,CCARC,,,Durango and north towards Molas Divide.,,Full-time to the  Colorado Connection System .,,,,,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,137.2,N,,446.875,441.875,,,Clear Creek,On-Air,,,,,http://www.rmham.org,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,137.2,N,,146.82,146.22,123,,Grand,,GCARA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,137.4,WSW,,445.1375,440.1375,,,La Plata,On-Air,K2AD,,CCARC,,http://www.rmham.org/,,Rocky Mountain Ham Radio,,Talkgroup 700 TS 1 Talkgroup 719 TS 2,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,114.8,KD0RG,Hudson,CO,OPEN,E,137.6,NNE,,449.925,444.925,114.8,114.8,Weld,On-Air,KD0RG,,CCARC,,,,K0UPS Club,,,,448035,,,,,DN70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,137.9,WSW,,147.15,147.75,100,,La Plata,On-Air,,E-power.,CCARC,,http://www.sjcham.com,Bayfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,CSQ,AC0KC,Fort Lupton,CO,OPEN,,139.2,NNE,,224.96,223.36,CSQ,,Weld,On-Air,AC0KC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,139.9,NW,,447.6,442.6,,,Garfield,,Ski Country ARC (SCARC),50,CCARC,,,40,,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,139.9,NW,,449.85,444.85,131.8,131.8,Garfield,On-Air,,e-power  Linked to GMRA Open System,CCARC,,http://GMRA.org,Glenwood Springs,Grand Mesa Repeater Assoc,Full-time to the  GMRA Open System .,RACES net Wed 1930 Hrs Local,,,,,Colorado State RACES  Wed 1930 local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,139.9,NW,,224.02,222.42,,,Garfield,,SCARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,139.9,NW,,147.3,147.9,107.2,,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,8,CCARC,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,Single beep courtesy tone when linked and none when unlinked.,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,140.8,N,,147.03,147.63,100,,Boulder,On-Air,KI0HG,,CCARC,,,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,141.2,SSW,,147.04,147.64,141.3,,Rio Arriba,Off-Air,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,141.8,NNW,,147.075,147.675,88.5,123,Grand,On-Air,Colorado Connection,,CCARC,,,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of Repeaters,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,88.5,W0ENO,Longmont,CO,OPEN,,141.8,N,,448.8,443.8,88.5,88.5,Boulder,On-Air,Longmont ARC,30,CCARC,,,,,"Linkable to  
        147.27000 (W0ENO) at Longmont, CO .",,,,,,LARC: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.525,-5,151.4,N0EPA,Longmont,CO,OPEN,E,141.8,N,,448.525,443.525,151.4,,Boulder,On-Air,N0EPA,,CCARC,,,,,,,,223853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,100,W0ENO,Longmont,CO,OPEN,,141.8,N,,147.27,147.87,100,100,Boulder,On-Air,Longmont ARC (LARC),"Closed autopatch, e-power, EchoLink.",CCARC,,http://w0eno.org/?q=node/11,Wide area: Northern Colorado.,,"Linkable to  
        448.80000 (W0ENO) at Longmont, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,143.2,WNW,,147.36,147.96,100,,Delta,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,143.2,WNW,,449.825,444.825,100,,Delta,,W0ALC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,143.2,WNW,,147.195,147.795,107.2,,Delta,,,,,,,Local.,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,144.7,WSW,,449.85,444.85,100,100,La Plata,On-Air,DARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,144.7,WSW,,448.625,443.625,131.8,131.8,La Plata,On-Air,KC5EVE,,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,146.4,WSW,,147.135,147.735,100,100,La Plata,On-Air,,,CCARC,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,147.7,WSW,,146.67,146.07,100,,La Plata,On-Air,Durango ARC,11,CCARC,,DARC Repeaters,Wide area.,,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",Linked active in the summer months only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,147.9,WNW,,447.35,442.35,107.2,,Delta,,Grand Mesa Repeater Assoc (GMRA),,CCARC,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,148.1,WNW,,145.355,144.755,88.5,123,Mesa,On-Air,Colorado Connection,E-power.,CCARC,,,"Rifle to the east, several miles east of Green River, Utah to the west.",,Full-time to the  Colorado Connection System .,Colorado Connection system of repeaters,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,148.2,WNW,,449.65,444.65,151.4,151.4,Mesa,On-Air,Keri Washburn,NWS weather alert system.,CCARC,,,Wide area coverage,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,8162,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,149.9,SW,,147.36,147.96,100,,San Juan,On-Air,,,NMFCC,,http://www.sjcham.com,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,151.4,WSW,,145.37,144.77,100,100,La Plata,On-Air,,E-power.,CCARC,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,151.8,SSE,,147.2,147.8,67,,Mora,On-Air,,8,,,http://nm5ml.com/,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,151.8,SSE,,145.37,144.77,141.3,,Mora,Off-Air,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,151.9,SE,,146.64,146.04,100,100,Las Animas,Off-Air,,,CCARC,,KZ0DEM Repeaters,Wide area: West BACA and East Las Animas counties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,152.7,SSE,,444.4,449.4,100,,Mora,Off-Air,Mora ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,153.8,N,,146.685,146.085,123,,Larimer,On-Air,Estes Valley ARC,E-power.,CCARC,,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),,"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,625757,7268,,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,154.1,WSW,,147.06,147.66,100,,San Juan,On-Air,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,154.7,WNW,,449.5,444.5,107.2,,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,154.7,ESE,,449.5,444.5,123,,Prowers,On-Air,Lamar ARC,,CCARC,,,45,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,154.7,ESE,,146.61,146.01,123,123,Prowers,On-Air,Lamar Amateur Radio Club,,CCARC,,,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,154.9,NW,,146.76,146.16,107.2,,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,CCARC,,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,243117,,,,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,155,N,,449.8,444.8,123,,Larimer,On-Air,Estes Valley ARC,E-Power,CCARC,,,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,625757,7268,,ARES D-10: Thu at 19:00.,,,,,,,,,,,,,,,,,,,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,156.1,WSW,,442.375,447.375,100,,Montezuma,On-Air,San Juan Connection,,,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,157.5,N,,147.195,147.795,100,,Larimer,On-Air,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,100,KN6VV,Loveland,CO,OPEN,,157.8,N,,224.32,222.72,100,100,Larimer,Off-Air,KN6VV,"Closed autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,157.8,N,,449.575,444.575,100,,Larimer,On-Air,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,160.7,SSW,,146.88,146.28,CSQ,CSQ,Los Alamos,On-Air,Los Alamos ARC,Autopatch,NMFCC,,,,,,Located on the Barranca Mesa water tower.,,,,,LAARC: Sun at 2000.,,,,,,,,,,,,,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,161.4,SSW,,442,447,100,,Los Alamos,On-Air,KA5BIW,Linked with 224.04 KA5BIW,,,http://ka5biw.com/ham_radio/repeater.php,,,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,161.4,SSW,,224.04,222.44,100,100,Los Alamos,On-Air,KA5BIW,,,,,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,161.6,N,,448.025,443.025,100,100,Larimer,On-Air,Northern Colorado ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,162,SSW,,444.775,449.775,,,Los Alamos,On-Air,WD9CMS,E-power.,NMFCC,,,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,162,WSW,,145.325,144.725,100,,Montezuma,On-Air,,E-power.,CCARC,,http://www.sjcham.com,Wide area.,,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,162,SSW,,442.425,447.425,,,Los Alamos,On-Air,,,,,,30,,,,,,,,,,,,,,,,,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,127.3,K0OJ,"Greeley, UNC",CO,OPEN,,162,NNE,,449.725,444.725,127.3,,Weld,On-Air,K0OJ,"Autopatch, WX.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,W0UPS,"Greeley, UNC",CO,OPEN,,162,NNE,,146.85,146.25,100,100,Weld,On-Air,Northern Colorado ARC,"E-power, WX.",CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,162.5,SSW,,927.9,902.9,,,Los Alamos,On-Air,,,NMFCC,,,Los Alamos and surrounding areas,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,162.5,SSW,,144.265,144.265,203.5,,Los Alamos,On-Air,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,162.5,SSW,,442.925,447.925,,,Los Alamos,On-Air,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,162.6,SSW,,442.25,447.225,,,Los Alamos,Off-Air,,,NMFCC,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,163,WNW,,446.9125,441.9125,,,Mesa,On-Air,Bill Frost,,,,,"Grand Junction, I70",,,Brandmeister network,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,163.2,NNE,,449.325,444.325,,,Weld,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
