Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Colorado,Northern Colorado,Features,On-air,Denver Regional,EchoLink,IRLP,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Grid,WIRES-X,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Feed,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Local Network,Southern Colorado,Wyoming,WyLOCAL,Location Photo,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,146.8,SSE,yes,449.5,444.5,123,,,,Prowers,On-Air,Lamar ARC,,,CCARC,yes,,45,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",,,,,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,147.4,WNW,yes,146.61,146.01,,,,,Albany,On-Air,University ARC,,http://www.uwyo.edu/uarc,WRCG,yes,,Laramie Valley  30 mi radius.,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,147.7,WNW,yes,146.82,146.22,114.8,,,,Albany,On-Air,Shy-Wy Amateur Radio Club,,,WRCG,yes,,Wide area.,,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,148.5,SSW,yes,147,147.6,,,,,Pueblo,On-Air,Carl Higbee,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,W,150.3,S,yes,147.36,147.96,,,,,Otero,On-Air,,KC0ITF,,,yes,123,La Junta: U.S. Route 50 CO State Hwy 10 CO State Hwy 109 CO State Hwy 194 U.S. Route 350,,Digital Wires-X,,,,,E-power,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,11360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.75,-5,CC0,KC0ITF,"La Junta, North La Junta",CO,PRIVATE,,150.3,S,yes,446.75,441.75,,yes,0,,Otero,On-Air,,KC0ITF,,,yes,,La Junta,,Please use Busy Channel LockOut,,,,,E-power.,,,,,,yes,Open ↑ / Open ↓,,,,,yes,KC0ITF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,151.4,SSW,yes,146.88,146.28,88.5,,,,Pueblo,On-Air,Pueblo HC,,,CCARC,yes,CSQ,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,CC0 210.7,KF0KR,"Pueblo, Pueblo",CO,PRIVATE,IA,151.4,SSW,yes,447.7,442.7,210.7,yes,0,,Pueblo,Off-Air,,,,CCARC,yes,210.7,,,,,,,,,,,,7389,,,,Yes; analog capable.,29228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.655,-0.6,123,K0ST,"Pueblo, Pueblo",CO,OPEN,,151.4,SSW,yes,146.655,146.055,123,,,,Pueblo,On-Air,K0ST,,,CCARC,yes,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,88.5,ND0Q,Pueblo,CO,OPEN,,151.4,SSW,yes,145.115,144.515,88.5,,,,Pueblo,Off-Air,Pueblo Ham Club,,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,100,N0PWZ,Palmer Divide,CO,OPEN,I,151.4,SSW,yes,449.725,444.725,100,,,,El Paso,On-Air,N0PWZ,,,CCARC,yes,,,,,,,,,,,,,3043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,151.9,SSW,yes,448.975,443.975,100,,,,Pueblo,On-Air,,,http://www.k0jsc.com,CCARC,yes,100,,Full-time to the  The Fun Machine System .,Off air.  Will return to service,,,,,,,,363976,7301,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC6,K0JSC,Pueblo,CO,OPEN,,152.9,SSW,yes,446.9875,441.9875,,yes,6,,Pueblo,Off-Air,,RMHAM,Rocky Mountain Ham Radio,CCARC,yes,,,Full-time to the  Colorado TRBO System .,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
447.275,-5,100,K0JSC,"Pueblo, Metro",CO,OPEN,,152.9,SSW,yes,447.275,442.275,100,,,,Pueblo,On-Air,,The Fun Machine,The Fun Machine,CCARC,yes,100,,Full-time to the  The Fun Machine System .,"Moved to Pueblo.  Now called ""Pueblo Metro""","APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00.",,,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,103.5,KJ0T,Pueblo,CO,OPEN,,152.9,SSW,yes,147.24,147.84,103.5,,,,Pueblo,Off-Air,TARA,,,CCARC,yes,CSQ,Pueblo and Fremont Counties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,154.4,WSW,yes,147.39,147.99,88.5,,,,Summit,On-Air,Colorado Connection,,Breckenridge Repeater,CCARC,yes,123,Wide area.,Full-time to the  Colorado Connection System .,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,154.5,WSW,yes,445.0875,440.0875,,yes,7,,Fremont,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,154.9,SE,yes,444.3,449.3,141.3,,,,Logan,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,yes,141.3,,Full-time to the  SKECT System .,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,157,WSW,yes,146.7,146.1,107.2,,,,Summit,On-Air,GRARC,,,CCARC,yes,,,,,,,,,E-power.,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,157.7,SSE,yes,444,449,141.3,,,,Hamilton,On-Air,SKECT,,http://skect.org/default.aspx,Kansas Repeater Council,yes,141.3,,Full-time to the  SKECT System .,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,158.7,SW,yes,449.975,444.975,100,,,,Fremont,On-Air,K0JSC,The Fun Machine,http://www.k0jsc.com,CCARC,yes,100,,Full-time to the  The Fun Machine System .,,,,,,Simulcast TX / Voted RX with Cedarwood and Salida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,158.7,WNW,yes,147.015,147.615,146.2,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,http://www.uwyo.edu/uarc/,,yes,,Albany County,,,,,,,,,,82070,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WA7SNU,Wheatland,WY,OPEN,,159.1,NW,yes,146.88,146.28,100,,,,Platte,On-Air,GPARA,,,WRCG,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.68,-1.6,,AE7AF,Wheatland,WY,OPEN,,159.1,NW,yes,224.68,223.08,,,,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,151.4,WA7SNU,Wheatland,WY,OPEN,,159.1,NW,yes,449.625,444.625,151.4,,,,Platte,On-Air,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,159.9,SW,yes,449,444,67,,,,Fremont,On-Air,WB0WDF,,Mega Link,CCARC,yes,67,,Full-time to the  Mega-Link System .,North of the Royal Gorge Bridge.,,,,,"E-power (Solar, Wind)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,160.9,WSW,yes,446.7625,441.7625,,yes,0,,Park,On-Air,K7PFJ,RMHAM,,,yes,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,161,SW,yes,447.975,442.975,100,,,,Fremont,On-Air,K0JSC,,http://www.k0jsc.com,CCARC,yes,100,"Canon City area. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,Autopatch.,,,363976,7301,,,,,28368,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,161.8,SW,yes,927.7,902.7,D114,,,,Fremont,On-Air,Royal Gorge ARC,,,CCARC,yes,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,161.9,SW,yes,145.49,144.89,103.5,,,,Fremont,On-Air,Royal Gorge Amateur Radio Club,Colorado ARES Region 5 District 1,Royal Gorge Amateur Radio Club,CCARC,yes,103.5,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",,,,E-power (Bat),,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,161.9,SW,yes,447.25,442.25,100,,,,Fremont,On-Air,,,K0JSC dot Com,CCARC,yes,100,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,,,,,,363976,7301,,,,,28368,DM78ik,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,yes,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,161.9,SW,yes,223.96,222.36,103.5,,,,Fremont,On-Air,RGARC,,,CCARC,yes,103.5,"Wide area. 
   Repeater Coverage Map",,,,,,,"E-power (Bat), Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,161.9,SW,yes,53.03,51.33,88.5,,,,Fremont,On-Air,WB0WDF,RGARC,Http://www.qsl.net/rghc,CCARC,yes,88.5,,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,161.9,SW,yes,446.7375,441.7375,,yes,7,,Fremont,On-Air,,Rocky Mountain Ham Radio,http://www.k0jsc.com,CCARC,yes,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",Full-time to the  Colorado TRBO System .,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,IPSC Link to the Colorado network on Talk Slot 2.,,,,,,,,,,DM78ii,,,,,,,,,,,,,,,,,,,,,,,,,2,,,yes,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,161.9,SW,yes,447.75,442.75,103.5,,,,Fremont,On-Air,RGARC,,Royal Gorge Amateur Radio Club,CCARC,yes,103.5,,,,,,,,E-power (Bat),,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
449.975,-5,100,K0JSC,"Pueblo, Cedarwood",CO,OPEN,EIA,162,SSW,yes,449.975,444.975,100,,,,Pueblo,On-Air,K0JSC,,K0JSC dot Com,CCARC,yes,100,"I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass 
   Repeater Coverage Map","Linkable to  
        145.49000 (WD0EKR) at Canon City, Fremont Peak, CO .
 


Linkable to  
        145.46000 (WB0WDF) at Cripple Creek, CO .
 


Linkable to  
        146.79000 (ND0Q) at Pueblo, Baculite Mesa, CO .
 


Linkable to  
        145.13000 (KB0VJJ) at Colorado Springs, Cheyenne Mountain, CO .
 


Linkable to  
        146.88000 (ND0Q) at Pueblo, Deer Peak, CO .
 


Linkable to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  The Fun Machine System . 146.43000 simplex. 146.44500 simplex.",Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00.  
RGARC Net: Wed at 19:00.",,,,2,,,363976,7301,,,,,28368,DM78SA18,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,166.3,WSW,yes,447.125,442.125,103.5,,,,Park,On-Air,KC0UFO,"Park County Radio Club, AB0PC",,CCARC,yes,103.5,"Covers Fairplay, Alma, and western South Park.",,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.","When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,Emergency automatic generator.,,,,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,166.4,SE,yes,146.7,146.1,141.3,,,,Scott,On-Air,Sand Hills ARC,,,Kansas Repeater Council,yes,141.3,"Scott, Finney and Kearny counties","Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",Comet GP-6 @ 125'.,Tue at 20:30.,,,,E-power.,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,48589,DM98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,167.8,W,yes,147.075,147.675,88.5,,,,Grand,On-Air,Colorado Connection,,,CCARC,yes,123,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of Repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,168.7,SE,yes,444.95,449.95,100,,,,Scott,On-Air,SHARC,,http://ks0lnk.net,,yes,100,Click for coverage map.  35 mi radius.,Full-time to the  K-Link System .,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,,,,"Linked to K-Link Repeater Network 
IRLP node 7356.",,,,7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,169.2,WSW,yes,145.445,144.845,88.5,,,,Lake,On-Air,Colorado Connection,,,CCARC,yes,,,Full-time to the  Colorado Connection System .,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,E-power (solar).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,169.4,WSW,yes,445.05,440.05,,yes,7,,Lake,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,yes,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,2,,,,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,,,,,2,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,169.6,WSW,yes,448.575,443.575,103.5,,,,Park,Off-Air,,,,CCARC,yes,103.5,Western Park County,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,169.8,SSE,yes,146.775,146.175,,,,,Hamilton,On-Air,KA0TAO,,,Kansas Repeater Council,yes,,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,170,WNW,yes,145.16,144.56,88.5,,,,Jackson,On-Air,Colorado Connection,,,CCARC,yes,123,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",Full-time to the  Colorado Connection System .,Part of the Colorado Connection system of repeaters.,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,170.9,WSW,yes,146.61,146.01,107.2,,,,Eagle,On-Air,ECHO,,,CCARC,yes,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,171.3,W,yes,449.9,444.9,107.2,,,,Eagle,Off-Air,ECHO,,,CCARC,yes,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,171.3,W,yes,224.8,223.2,,,,,Eagle,Off-Air,ECHO,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,175.2,W,yes,445.075,440.075,,yes,7,,Eagle,On-Air,K2AD,Rocky Mountain Ham Radio,http://www.rmham.org/,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,175.3,WSW,yes,147.24,147.84,156.7,,,,Lake,Off-Air,,,,CCARC,yes,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,175.4,W,yes,147.345,147.945,88.5,,,,Eagle,On-Air,Colorado Connection,,,CCARC,yes,123,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,Full-time to the  Colorado Connection System .,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,162.2,N0KOM,"Lenora, K-Link",KS,OPEN,I,175.9,SE,yes,146.88,146.28,162.2,,,,Norton,On-Air,N0KOM,,K-Link Repeater Network,Kansas Repeater Council,yes,162.2,Click for coverage map.  50 mi radius.,Full-time to the  K-Link System .,"IRLP prefix = A 
Disconnect = 73 
Dial 9335 when finished.",ARES: Sat @ 21:00 local,,,,"e-power, K-Link. 
IRLP node 7426.",,,,7426,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,123,W0FLO,"Chadron, Nebraska National Forest",NE,OPEN,,177.5,N,yes,147.36,147.96,123,,,,Dawes,On-Air,,Pine Ridge Amateur Radio Club,,WB0CMC,yes,123,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,177.9,E,yes,147.135,147.735,,,,,Dawson,Off-Air,Heartland Amateur Radio Association,,,,yes,,,,,Wed 2030,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,88.5,ND0Q,"Walsenburg, N Rattlesnake Butte",CO,OPEN,,178,SSW,yes,146.73,146.13,88.5,,,,Huerfano,On-Air,Pueblo Ham Club,,Pueblo Ham Club,CCARC,yes,,"Wide area: Pueblo, Huerfano, Otero, and Las Animas Counties.",,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,180.6,SW,yes,447.175,442.175,88.5,,,,Pueblo,Off-Air,Pueblo HC,,Pueblo Ham Club,CCARC,yes,,Wide area: Southeast Colorado.,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,180.6,SW,yes,449.625,444.625,107.2,,,,Custer,On-Air,,,CMRG Repeaters,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,180.6,SW,yes,224.32,222.72,88.5,,,,Custer,Off-Air,Pueblo Ham Club,,PHC repeaters,CCARC,yes,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.745,-0.6,,KD0AN,Edison,NE,OPEN,E,181.5,ESE,yes,146.745,146.145,,,,,Furnas,On-Air,,,,WB0CMC,yes,,,,,,,,,,,,882742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.62,0,100,W0FLO,Chadron,NE,OPEN,I,184.6,N,yes,145.62,145.62,100,,,,Dawes,On-Air,Pine Ridge Amateur Radio Club - Ron Cashon -- 308 432-3322,,,,yes,100,"Chadron, Gordon, Alliance, Crawford, Pine Ridge.",,,,,,,Voice ID,,,,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,184.7,SW,yes,147.06,147.66,77,,,,Custer,On-Air,http://www.qsl.net/rghc,,,CCARC,yes,77,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.3,0,CSQ,,Chadron,NE,OPEN,,184.7,N,yes,446.3,446.3,CSQ,,,,Dawes,On-Air,,,,,yes,CSQ,,,Simplex link for the 147.360 in Chadron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,184.7,SW,yes,927.775,902.775,D116,,,,Custer,On-Air,Royal Gorge Amateur Radio Club,,,CCARC,yes,D116,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,184.7,SW,yes,448.15,443.15,103.5,,,,Custer,On-Air,Royal George ARC,,http://www.qsl.net/rghc,CCARC,yes,103.5,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
