Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Links,Coordination,Last update,Sponsor,Coverage,On-air,Nets,Downlink Tone,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide,North America,Local/Cluster,Notes,Feed,Web links,Affiliate,EchoLink,IRLP,Colorado,Southern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Denver Regional,Northern Colorado,Location Photo,Grid,Commands,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Wyoming,WyLOCAL,Europe,Southwest USA
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,119.3,N,,145.265,144.665,,Larimer,On-Air,,,CCARC,,W0DMR - NoCo C-bridge Network,Northern Colorado Front Range Wide Area coverage.,,,,,,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,http://www.w0dmr.org/,Brandmeister Network,,,2,,,,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,2,1,,1,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.3,N,,446.75,441.75,,Larimer,On-Air,,Full-time to the  Colorado TRBO System .,CCARC,,Rocky Mountain Ham Radio,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,See website for complete info on color codes/time slot assignment.,,http://www.rmham.org,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.5,N,,927.95,902.95,100,Larimer,On-Air,25,,CCARC,,K1TJ Repeater System,Northern Front Range,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.5,N,,927.825,902.825,100,Larimer,On-Air,,,CCARC,,AB0SF,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,,100,,,,,,,,,,,,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.5,N,,224.52,222.92,100,Larimer,Off-Air,E-power.,,CCARC,,Northern Colorado ARC,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,119.5,N,,145.115,144.515,100,Larimer,On-Air,7,,CCARC,,Northern Colorado ARC,Wide area.,,,100,,,,,,,,,,,,,,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,119.5,N,,447.275,442.275,100,Larimer,On-Air,"Closed autopatch, e-power.",,CCARC,,Northern Colorado ARC,Wide area.,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,120.8,N,,147.36,147.96,100,Larimer,On-Air,Closed autopatch.,,CCARC,,CO State Univ ARC,Map,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,120.8,N,,447.2,442.2,82.5,Weld,On-Air,,,CCARC,,N6RFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,121.3,N,,446.8125,441.8125,,Larimer,On-Air,D-Star Gateway,,CCARC,,W0QEY CSU,Fort Collins Local Area,,,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,121.7,N,,446.775,441.775,,Larimer,On-Air,,,CCARC,,W0DMR - NoCo C-bridge Network,"Fort Collins east side, into Red Feather Lakes area.",,,,,,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,2,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,W0DMR,Brandmeister Network,,,2,,,,,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,2,1,,1,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,121.8,N,,447.725,442.725,131.8,Larimer,On-Air,,,CCARC,,W7RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,121.8,N,,449.85,444.85,100,Larimer,On-Air,Closed autopatch.,,CCARC,,CO State Univ ARC,Map,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.925,-25,D114,W7RF,Fort Collins,CO,OPEN,,121.8,N,,927.925,902.925,D114,Larimer,Testing,,,CCARC,,W7RF,"Fort Collins, Loveland, Northern Colorado",,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,122.8,NNW,,449.425,444.425,94.8,Larimer,On-Air,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,122.8,NNW,,927.875,902.875,D114,Larimer,Off-Air,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",CCARC,,WA6IMI,,,,,,,,,,,,,,,,Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,123.2,E,,146.895,146.295,103.5,Kit Carson,On-Air,,,CCARC,,Big Sandy ARC,,,,,,,,,,,,,,,,,,,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.8,88.5,KB0VJJ,Akron,CO,OPEN,,125.5,NE,,145.4,144.6,88.5,Washington,On-Air,,Full-time to the  Colorado Connection System .,CCARC,,Colorado Connection,Northeastern plains of Colorado.,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",123,,,,,,,,,,,,Part of the Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,125.5,NE,,448.175,443.175,,Morgan,On-Air,,,CCARC,,W0FT,,,,,,,,,7,,,,,,,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,125.7,NNW,,447.7,442.7,100,Larimer,On-Air,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,Northern Colorado Amateur Radio Club,Wide Area Coverage,,,100,,,,,,,,,,,,,,http://ncarc.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,126.1,NNW,,146.625,146.025,100,Larimer,On-Air,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",CCARC,,Northern Colorado ARC,Wide area: Northern front range.,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,126.1,NNW,,224.84,223.24,100,Larimer,On-Air,"E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,Northern Colorado ARC,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,128.3,S,,145.43,144.83,107.2,Las Animas,On-Air,,,CCARC,,Cheyenne Mountain Repeater Group,,,,,,,,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,128.6,WNW,,447.15,442.15,136.5,Garfield,On-Air,,,,,,,,,,,,,,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,128.6,S,,446.775,441.775,,Colfax,On-Air,,,NMFCC,,Cheyenne Mountain Repeater Group,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,129.6,N,,448.325,443.325,110.9,Larimer,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,KC0HH,Lamar,CO,OPEN,EI,129.7,SE,,146.61,146.01,123,Prowers,On-Air,,"Full-time to  
        449.50000 (KC0HH) at Lamar, CO .",CCARC,,Lamar Amateur Radio Club,Hwy 287 - Springfield to Eads Hwy 50 - Holly to Rocky Ford. 45 mi radius.,,,123,,,,,,,,,,,,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,123,KC0HH,Lamar,CO,OPEN,EI,129.8,SE,,449.5,444.5,123,Prowers,On-Air,,"Full-time to  
        146.61000 (KC0HH) at Lamar, CO .",CCARC,,Lamar ARC,45,,,,,,,,,,,,,,,,,,,37784,3774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,132.8,WSW,,146.925,146.325,,Mineral,Off-Air,,,CCARC,,Creede ARC,,,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,135,S,,147.28,147.88,100,Colfax,On-Air,8,Full-time to the  Mega-Link System .,NMFCC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,139.3,WNW,,449.725,444.725,179.9,Garfield,On-Air,EchoLink.,,CCARC,,Roaring Fork Amateur Repeater Cooperative (RFARC),Wide area.,,,,,,,,,,,,,,,,,,,,3722,,,,,,28434,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,139.3,WNW,,147.39,147.99,107.2,Garfield,On-Air,,,,,Roaring Fork Amateur Repeater Cooperative,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,140.8,WSW,,449.525,444.525,100,Mineral,On-Air,,Full-time to the  The Fun Machine System .,,,N0PKT,,,,100,,,,,,,,,,,,,,,The Fun Machine,,,,,,,,43265,,,,DM67lt,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,142.9,WNW,,447.6,442.6,,Garfield,,50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",CCARC,,Ski Country ARC (SCARC),40,Unknown,,,,,,,,,,,,,,Link Hub for 146.880.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,142.9,WNW,,224.02,222.42,,Garfield,,,,CCARC,,SCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,142.9,WNW,,449.85,444.85,131.8,Garfield,On-Air,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,CCARC,,,Glenwood Springs,,Colorado State RACES  Wed 1930 local,131.8,,,,,,,,,,,,RACES net Wed 1930 Hrs Local,,http://GMRA.org,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,142.9,WNW,,147.3,147.9,107.2,Garfield,Off-Air,8,,CCARC,,Roaring Fork Amateur Repeater Cooperative,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,,,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,143.1,WNW,,146.88,146.28,107.2,Garfield,On-Air,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",CCARC,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,143.1,WNW,,449.6,444.6,107.2,Garfield,On-Air,e-power Linked to GMRA open system,,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,143.1,WNW,,447.1,442.1,107.2,Garfield,On-Air,,,CCARC,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,143.1,WNW,,146.85,146.25,88.5,Garfield,On-Air,70,,CCARC,,Colorado Connection,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,123,,,,,,,,,,,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,145.8,S,,145.25,144.65,123,Taos,On-Air,,,NMFCC,,Taos ARC,,,,,,,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,145.9,WSW,,147.135,146.535,123,Hinsdale,On-Air,E-power (solar),,CCARC,,,,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,KZ0DEM,"Pritchett,  Tator Butte",CO,OPEN,,147,SE,,146.64,146.04,100,Las Animas,Off-Air,,,CCARC,,,Wide area: West BACA and East Las Animas counties.,,,100,,,,,,,,,,,,,,KZ0DEM Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,149.1,W,,147.33,147.93,107.2,Delta,On-Air,,,CCARC,,North Fork Repeater Assoc.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,150.4,NNW,,145.16,144.56,88.5,Jackson,On-Air,8,Full-time to the  Colorado Connection System .,CCARC,,Colorado Connection,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",123,,,,,,,,,,,,Part of the Colorado Connection system of repeaters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,E,150.4,N,,449.3,444.3,131.8,Laramie,On-Air,,,,,WU7G,,,,,,,,,,,,,,,,,,,,140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,150.6,NE,,145.295,144.695,,Logan,Off-Air,"Autopatch, e-power.",,CCARC,,NECARA,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,151.2,SSW,,147.22,147.82,100,Rio Arriba,On-Air,10,Full-time to the  Mega-Link System .,NMFCC,,New Mexico Mega Link Assoc,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,151.3,SSW,,146.76,146.16,67,Rio Arriba,On-Air,11,,,,Taos ARC,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,152.7,SSW,,145.39,144.79,100,Taos,On-Air,"E-power, linked.",,NMFCC,,Taos ARC,Wide area.,,,,,,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,153,SSE,,147.175,147.775,141.3,Union,On-Air,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,153,SSE,,444.8,449.8,77,Union,Off-Air,E-power.,,NMFCC,,Sierra Grande Repeater Club,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,153,SSE,,146.85,146.25,100,Union,Off-Air,E-power.,,NMFCC,,Sierra Grande RC,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,153.8,N,,449.9375,444.9375,,Laramie,On-Air,,Full-time to the  Rocky Mountain Ham System .,WRCG,,,,,,,,,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,https://www.rmham.org/wordpress/,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
147.09,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,,155.2,SE,,147.09,147.69,118.8,Baca,,,,CCARC,,BCDEARC,,Unknown,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,118.8,KZ0DEM,Springfield,CO,OPEN,EI,155.2,SE,,147.33,147.93,118.8,Baca,Off-Air,,,CCARC,,Baca County Amateur Emergency Management,,,,118.8,,,,,,,,,,,,,,KZ0DEM Repeaters,,97142,7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.2,-5,118.8,KZ0DEM,Springfield,CO,OPEN,EI,155.2,SE,,449.2,444.2,118.8,Baca,On-Air,,,,,Baca County Div of Emerg Mgt Communications,provides coverage to central Baca County,,,118.8,,,,,,,,,,,,,,,,97142,7142,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,156.1,S,,444.35,449.35,100,Colfax,On-Air,,Full-time to the  Mega-Link System .,NMFCC,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,156.3,NW,,147.21,147.81,107.2,Routt,On-Air,"Linked, WX.",,CCARC,,SSARC,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,88.5,KB0VJJ,Steamboat Springs,CO,OPEN,,156.4,NW,,147.165,147.765,88.5,Routt,On-Air,,Full-time to the  Colorado Connection System .,,,Colorado Connection,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,123,KB0VJJ,Steamboat Springs,CO,OPEN,,156.4,NW,,449.625,444.625,123,Routt,On-Air,Statewide Linked System,,,,"Colorado Connection Repeaters, Inc.",Local Steamboat Area,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net: Thu at 20:00 (All welcome).  
Statewide ARES Net: Sundays at 20:00.",123,,,,,,,,,,,,,,http://colcon.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,157.1,W,,447.2,442.2,107.2,Montrose,On-Air,9,Full-time to the  GMRA Open System .,CCARC,,,Delta/Montrose,,RACES Net Wed at 1930 Hrs.,107.2,,,,,,,,,,,,Closed IRLP out - Ask for a control op,,GMRA Repeaters,Grand Mesa Repeater Assoc,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,157.1,W,,448.65,443.65,,Montrose,On-Air,,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,KB0YNA,Wide area.,,,151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,157.2,S,,147.04,147.64,141.3,Colfax,On-Air,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.025,-5,,N7EMA,Cheyenne,WY,OPEN,,158.2,N,,447.025,442.025,,Laramie,,,,WRCG,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,158.2,SSW,,147.14,147.74,67,Taos,On-Air,11,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,http://www.taosarc.com/,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,158.2,N,,146.775,146.175,114.8,Laramie,On-Air,"E-power, WX.","Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",WRCG,,Shy-Wy Amateur Radio Club,,,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,151.4,KC7DHF,Cheyenne,WY,OPEN,,159.3,N,,448.95,443.95,151.4,Laramie,On-Air,,,WRCG,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,159.3,N,,147.105,147.705,114.8,Laramie,On-Air,,,WRCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,159.3,N,,449.9,444.9,100,Laramie,On-Air,,,,,N7JJY,From 5 miles to 25 miles,,,100,,,,,,,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,159.3,N,,145.235,144.635,114.8,Laramie,On-Air,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",WRCG,,N7GT,Local: Cheyenne.,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
